Player,Nationality,Position,Team,Competition,Age,Born,Matches,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,Penalty_Kicks_Made,Penalty_Kicks_Attempted,Yellow_Cards,Red_Cards,xG,npxG,xAG,npxG+xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_per_90,Assists_Per_90,G+A_per_90,G-PK_per_90,G+A-PK_per_90,xG_per_90,xAG_per_90,xG+xAG_per_90,npxG_per_90,npxG+xAG_per_90,Shots,Shots_on_Target,Shots_on_Target_%,Shots_per_90,Shots_on_Target_per_90,Goals_per_Shot,Goals_per_Shot_on_Target,Distance,Free_Kicks,npxG_per_Shot,G-xG,npxG-xG,Passes_Completed,Passes_Attempted,Pass_Completion_%,Total_Pass_Distance,Total_Progressive_Distance,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_%,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_%,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_%,xA,xA-xAG,Key_Passes,Final_Third_Passes,Passes_into_Penalty_Area,Crosses_into_Penalty_Area,Through_Balls,Switches,Crosses,Passes_Blocked,SCA,SCA_per_90,SCA_Pass_Live,SCA_Pass_Dead,SCA_Take_Ons,SCA_Shots,SCA_Fouled,SCA_Defense,GCA,GCA_per_90,GCA_Pass_Live,GCA_Pass_Dead,GCA_Take_Ons,GCA_Shots,GCA_Fouled,GCA_Defense,Tackles,Tackles_Won,Tackles_Defensive_3rd,Tackles_Middle_3rd,Tackles_Attacking_3rd,Dribblers_Tackled,Dribbles_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks,Shots_Blocked,Interceptions,Tackles + Interceptions,Clearances,Errors,Touches,Touches_Defensive_Penalty_Area,Touches_Defensive_Third,Touches_Middle_Third,Touches_Attacking_Third,Touches_Attacking_Penalty_Area,Touches_Live_Ball,Take_Ons_Attempted,Take_Ons_Successful,Take_Ons_Success_%,Tackled_During_Take_On,Tackled_During_Take_On_%,Carries,Carries_Total_Distance,Carries_Progressive_Distance,Carries_Into_Final_3rd,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Second_Yellow_Cards,Fouls_Committed,Fouls_Drawn,Offsides,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_%
Rodri,ESP,FW,Betis,La Liga,24,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,2,2,100.0,1.53,1.53,0.0,0.0,22,0,0.08,-0.2,-0.2,56,66,84.8,941,282,35,36,97.2,14,17,82.4,7,11,63.6,0.3,-0.1,2,4,5,0,0,1,6,3,11,8.39,7,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,50.0,1,2,1,1,3,1,1,86,3,22,32,33,6,86,6,2,33.3,4,66.7,57,401.0,183.0,3,3,5,2,63,0,2,2,1,0,0,0,10,0,2,0.0
Álvaro Rodríguez,URU,FW,Getafe,La Liga,20,2004,6,1,196,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,0,1,10,0.0,0.0,0.0,0.0,0.0,0.21,0.08,0.29,0.21,0.29,7,2,28.6,3.21,0.92,0.0,0.0,11,0,0.06,-0.4,-0.4,27,48,56.3,355,50,14,24,58.3,9,12,75.0,1,1,100.0,0.2,-0.2,2,3,0,0,0,0,0,0,4,1.84,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,7,0,1,2,2,0,92,2,7,44,45,16,92,8,4,50.0,3,37.5,35,145.0,15.0,2,1,8,6,68,0,7,6,2,0,0,0,5,24,16,60.0
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,La Liga,26,1998,9,4,346,3.8,0,2,2,0,0,0,3,0,0.4,0.4,0.4,0.7,5,15,14,0.0,0.52,0.52,0.0,0.52,0.1,0.09,0.2,0.1,0.2,8,2,25.0,2.08,0.52,0.0,0.0,26,4,0.05,-0.4,-0.4,104,148,70.3,1660,394,59,67,88.1,35,50,70.0,8,23,34.8,0.2,1.6,4,5,5,1,1,6,10,3,13,3.39,8,0,2,1,1,1,3,0,2,0,0,0,0,1,7,2,3,3,1,3,7,42.9,4,1,0,3,10,1,0,190,3,27,103,63,3,190,11,4,36.4,6,54.5,99,543.0,223.0,5,2,8,4,141,0,6,10,0,1,0,0,15,3,7,30.0
Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,21,2003,10,5,556,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,2,35,5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.0,0.08,1,0,0.0,0.16,0.0,0.0,0.0,25,0,0.02,0.0,0.0,386,441,87.5,6649,1846,160,172,93.0,188,201,93.5,29,50,58.0,0.9,-0.5,10,44,3,0,0,3,20,8,16,2.59,11,5,0,0,0,0,2,0,2,0,0,0,0,0,8,5,2,5,1,2,7,28.6,5,4,1,4,12,8,0,476,10,68,313,96,4,476,1,0,0.0,1,100.0,283,1106.0,540.0,1,0,3,4,364,0,9,6,0,0,0,0,25,0,3,0.0
Dani Rodríguez,ESP,"FW,MF",Mallorca,La Liga,36,1988,13,8,684,7.6,2,3,5,2,0,0,1,0,0.9,0.9,1.5,2.5,10,27,28,0.26,0.39,0.66,0.26,0.66,0.12,0.2,0.32,0.12,0.32,8,4,50.0,1.05,0.53,0.25,0.5,15,0,0.11,1.1,1.1,170,245,69.4,3082,1027,81,98,82.7,58,78,74.4,26,52,50.0,1.4,1.5,9,14,5,2,5,3,42,8,16,2.11,6,9,0,0,1,0,4,0,2,2,0,0,0,0,17,13,7,6,4,6,7,85.7,1,3,0,3,20,9,0,318,6,36,143,145,12,318,13,8,61.5,4,30.8,175,917.0,362.0,14,0,13,7,209,0,11,15,1,0,0,0,19,6,14,30.0
Guido Rodríguez,ARG,MF,West Ham,Premier League,30,1994,11,11,799,8.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,2,24,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,6,1,16.7,0.68,0.11,0.0,0.0,30,0,0.01,-0.1,-0.1,325,393,82.7,5550,1532,154,180,85.6,138,152,90.8,27,42,64.3,0.1,0.0,1,29,1,0,1,4,3,12,7,0.79,6,0,0,1,0,0,0,0,0,0,0,0,0,0,25,13,16,9,0,11,26,42.3,15,15,7,10,35,22,1,488,31,151,291,47,1,488,2,1,50.0,0,0.0,233,834.0,329.0,5,0,1,5,280,0,11,6,1,0,0,0,36,7,4,63.6
James Rodríguez,COL,"MF,FW",Rayo Vallecano,La Liga,33,1991,6,1,140,1.6,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,13,7,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.29,0.19,0.29,4,2,50.0,2.57,1.29,0.0,0.0,18,0,0.07,-0.3,-0.3,78,98,79.6,1368,440,40,44,90.9,21,25,84.0,13,24,54.2,0.3,-0.2,2,12,1,0,1,0,13,0,6,3.86,4,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,2,0.0,2,2,0,1,4,0,0,116,1,16,51,50,4,116,7,5,71.4,2,28.6,71,244.0,105.0,4,1,5,0,85,0,2,1,3,0,0,0,8,2,3,40.0
Javi Rodríguez,ESP,DF,Celta Vigo,La Liga,21,2003,12,6,693,7.7,1,0,1,1,0,0,2,0,0.4,0.4,0.5,0.8,10,32,16,0.13,0.0,0.13,0.13,0.13,0.05,0.06,0.11,0.05,0.11,4,1,25.0,0.52,0.13,0.25,1.0,12,0,0.09,0.6,0.6,449,518,86.7,7920,2352,187,199,94.0,214,231,92.6,41,67,61.2,0.4,-0.5,4,30,2,0,1,2,2,8,9,1.17,7,0,0,0,2,0,0,0,0,0,0,0,0,0,10,6,9,1,0,7,11,63.6,4,6,1,5,15,24,0,576,33,194,332,50,8,576,3,1,33.3,1,33.3,376,1654.0,949.0,9,1,2,1,444,0,7,8,0,0,0,0,22,15,4,78.9
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,28,1996,12,12,1012,11.2,0,2,2,0,0,0,2,0,1.2,1.2,0.9,2.1,17,82,29,0.0,0.18,0.18,0.0,0.18,0.11,0.08,0.19,0.11,0.19,13,4,30.8,1.16,0.36,0.0,0.0,21,0,0.09,-1.2,-1.2,639,751,85.1,9928,2838,347,380,91.3,233,267,87.3,43,68,63.2,1.0,1.1,10,57,11,1,5,2,13,9,27,2.41,25,1,0,0,1,0,4,0,4,0,0,0,0,0,16,9,6,9,1,10,26,38.5,16,14,2,4,20,10,0,838,22,176,528,138,9,838,12,7,58.3,5,41.7,487,2290.0,1277.0,20,0,10,9,630,0,6,11,0,0,0,0,70,5,7,41.7
Ricardo Rodríguez,SUI,DF,Betis,La Liga,32,1992,6,4,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,13,11,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,159,199,79.9,2343,824,94,101,93.1,54,75,72.0,7,16,43.8,0.2,-0.1,2,11,3,2,0,0,3,3,4,1.08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,1,2,5,9,55.6,4,2,0,3,12,12,0,230,18,70,119,43,1,230,3,3,100.0,0,0.0,111,474.0,258.0,5,0,2,0,128,0,3,1,0,0,0,0,18,4,4,50.0
Rodrygo,BRA,FW,Real Madrid,La Liga,23,2001,11,7,664,7.4,3,1,4,3,0,0,0,0,1.1,1.1,0.7,1.8,31,33,82,0.41,0.14,0.54,0.41,0.54,0.14,0.1,0.24,0.14,0.24,14,7,50.0,1.9,0.95,0.21,0.43,19,1,0.08,1.9,1.9,305,354,86.2,4067,936,199,212,93.9,81,95,85.3,11,23,47.8,1.1,0.3,18,19,10,0,0,0,22,6,36,4.87,26,6,2,0,2,0,4,0,3,0,1,0,0,0,6,4,4,2,0,3,9,33.3,6,9,1,0,6,3,0,431,5,32,144,260,42,431,32,14,43.8,14,43.8,284,1896.0,1068.0,23,17,14,3,345,0,3,10,0,0,0,0,17,4,5,44.4
Mads Roerslev,DEN,DF,Brentford,Premier League,25,1999,9,4,448,5.0,0,1,1,0,0,0,1,0,0.0,0.0,1.6,1.6,7,29,30,0.0,0.2,0.2,0.0,0.2,0.0,0.32,0.32,0.0,0.32,1,0,0.0,0.2,0.0,0.0,0.0,30,0,0.0,0.0,0.0,201,251,80.1,3465,1015,91,104,87.5,91,108,84.3,15,26,57.7,0.6,-0.6,7,19,4,2,0,1,13,6,11,2.21,10,0,1,0,0,0,1,0,1,0,0,0,0,0,5,3,4,1,0,1,8,12.5,7,5,1,2,7,14,0,291,21,109,124,59,4,291,10,4,40.0,5,50.0,172,815.0,394.0,5,0,3,5,196,0,2,3,0,0,0,0,13,5,1,83.3
Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,22,2002,11,11,899,10.0,3,2,5,3,0,0,3,0,2.6,2.6,2.5,5.2,30,31,56,0.3,0.2,0.5,0.3,0.5,0.26,0.25,0.52,0.26,0.52,20,7,35.0,2.0,0.7,0.15,0.43,16,0,0.13,0.4,0.4,193,255,75.7,2535,941,121,143,84.6,41,55,74.5,13,18,72.2,1.5,-0.5,16,20,12,0,4,2,3,14,34,3.4,26,0,3,4,1,0,3,0,3,0,0,0,0,0,8,3,2,4,2,3,9,33.3,6,9,2,3,11,6,0,380,12,55,175,160,41,380,42,18,42.9,18,42.9,225,1489.0,900.0,20,8,30,26,256,0,14,13,0,0,0,0,39,2,16,11.1
Merlin Röhl,GER,MF,Freiburg,Bundesliga,22,2002,3,3,162,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,4,9,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.28,0.27,0.28,3,2,66.7,1.67,1.11,0.0,0.0,15,0,0.16,-0.5,-0.5,30,39,76.9,394,116,17,18,94.4,9,14,64.3,1,1,100.0,0.1,0.0,1,3,0,0,0,0,3,1,7,3.91,5,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,1,2,0,1,1,100.0,0,1,0,1,4,0,0,62,0,6,33,24,4,62,3,2,66.7,1,33.3,35,290.0,147.0,3,2,8,3,43,0,3,0,0,0,0,0,8,4,9,30.8
Alessio Romagnoli,ITA,DF,Lazio,Serie A,29,1995,9,9,743,8.3,0,0,0,0,0,0,1,1,0.5,0.5,0.0,0.5,2,12,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,3,1,33.3,0.36,0.12,0.0,0.0,8,0,0.16,-0.5,-0.5,423,470,90.0,7325,2257,173,184,94.0,219,234,93.6,22,38,57.9,0.0,0.0,2,11,1,0,0,0,0,0,6,0.73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,6,8,0,6,8,75.0,2,5,4,9,23,25,0,530,70,255,260,16,8,530,0,0,0.0,0,0.0,301,1277.0,567.0,0,0,0,0,364,0,8,3,0,0,0,0,24,24,12,66.7
Carlos Romero,ESP,DF,Espanyol,La Liga,23,2001,12,10,861,9.6,1,1,2,1,0,0,3,0,1.0,1.0,0.7,1.7,16,27,41,0.1,0.1,0.21,0.1,0.21,0.11,0.08,0.18,0.11,0.18,10,2,20.0,1.05,0.21,0.1,0.5,21,0,0.1,0.0,0.0,254,364,69.8,4302,1647,130,165,78.8,101,133,75.9,21,46,45.7,0.9,0.3,12,21,12,6,1,1,38,15,24,2.51,13,9,2,0,0,0,2,0,1,1,0,0,0,0,27,18,19,7,1,16,26,61.5,10,9,1,6,33,23,0,458,31,134,189,144,8,458,14,6,42.9,8,57.1,200,1309.0,708.0,12,3,10,7,237,0,11,4,1,0,1,0,41,3,8,27.3
Cristian Romero,ARG,DF,Tottenham,Premier League,26,1998,11,11,960,10.7,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,10,48,2,0.09,0.0,0.09,0.09,0.09,0.1,0.05,0.15,0.1,0.15,11,4,36.4,1.03,0.37,0.09,0.25,9,0,0.1,-0.1,-0.1,790,876,90.2,14768,5793,273,296,92.2,450,475,94.7,57,85,67.1,0.7,-0.5,6,85,7,1,4,1,3,5,16,1.5,13,0,0,3,0,0,2,0,2,0,0,0,0,0,25,22,20,5,0,14,20,70.0,6,13,3,13,38,32,0,976,111,398,530,54,16,976,3,1,33.3,1,33.3,654,3417.0,2136.0,16,0,4,3,671,0,6,9,1,0,0,0,62,27,23,54.0
Isaac Romero,ESP,FW,Sevilla,La Liga,24,2000,11,10,798,8.9,0,1,1,0,0,0,4,0,1.8,1.8,0.7,2.5,8,9,33,0.0,0.11,0.11,0.0,0.11,0.2,0.08,0.28,0.2,0.28,24,7,29.2,2.71,0.79,0.0,0.0,17,0,0.08,-1.8,-1.8,114,164,69.5,1574,196,70,87,80.5,29,44,65.9,6,13,46.2,0.9,0.3,7,5,5,1,1,0,7,6,14,1.58,9,0,3,0,2,0,2,0,2,0,0,0,0,0,3,1,0,2,1,0,6,0.0,6,7,1,1,4,10,0,282,12,26,129,128,35,282,25,9,36.0,12,48.0,146,593.0,236.0,3,6,33,19,192,0,15,14,6,0,1,0,23,18,26,40.9
Luka Romero,ARG,"FW,MF",Alavés,La Liga,20,2004,5,2,185,2.1,0,0,0,0,0,1,0,0,0.8,0.0,0.1,0.1,3,0,10,0.0,0.0,0.0,0.0,0.0,0.4,0.03,0.42,0.01,0.04,1,0,0.0,0.49,0.0,0.0,0.0,38,0,0.02,-0.8,0.0,29,41,70.7,410,68,16,22,72.7,12,12,100.0,0,4,0.0,0.2,-0.1,2,0,1,1,0,0,5,1,5,2.43,2,0,1,0,1,1,0,0,0,0,0,0,0,0,4,4,1,1,2,2,3,66.7,1,1,0,1,5,0,0,59,0,5,27,28,3,58,3,1,33.3,1,33.3,37,225.0,67.0,1,1,5,6,40,0,2,3,1,1,0,0,9,2,4,33.3
Oriol Romeu,ESP,MF,Girona,La Liga,33,1991,8,6,423,4.7,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,4,16,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,1,0,0.0,0.21,0.0,0.0,0.0,21,0,0.04,0.0,0.0,233,263,88.6,3856,772,107,118,90.7,111,119,93.3,13,19,68.4,0.2,-0.1,2,25,0,0,1,0,3,4,4,0.85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,9,0,6,8,75.0,2,8,3,2,16,7,0,310,13,63,218,29,1,310,2,1,50.0,0,0.0,168,832.0,440.0,5,1,3,4,227,0,12,8,0,0,0,0,22,5,3,62.5
Valentin Rongier,FRA,"DF,MF",Marseille,Ligue 1,30,1994,6,1,176,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,5,6,2,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,1,1,100.0,0.51,0.51,0.0,0.0,15,0,0.27,-0.3,-0.3,110,125,88.0,1573,456,67,71,94.4,36,40,90.0,2,6,33.3,0.0,0.0,0,10,0,0,0,0,0,1,4,2.05,3,0,0,1,0,0,1,0,1,0,0,0,0,0,7,4,4,3,0,2,6,33.3,4,5,2,2,9,7,0,160,14,66,83,12,1,160,2,2,100.0,0,0.0,89,373.0,193.0,1,0,4,3,103,0,5,2,0,0,1,0,11,2,1,66.7
Marten De Roon,NED,"MF,DF",Atalanta,Serie A,33,1991,12,12,1080,12.0,2,0,2,2,0,0,3,0,0.2,0.2,0.7,0.8,8,98,10,0.17,0.0,0.17,0.17,0.17,0.01,0.05,0.07,0.01,0.07,3,2,66.7,0.25,0.17,0.67,1.0,22,0,0.06,1.8,1.8,703,814,86.4,13336,4266,248,271,91.5,373,417,89.4,70,107,65.4,0.9,-0.7,9,92,10,0,0,5,8,5,23,1.92,18,5,0,0,0,0,5,0,4,1,0,0,0,0,33,19,13,19,1,15,25,60.0,10,20,2,15,48,22,1,918,26,224,550,151,4,918,3,0,0.0,3,100.0,484,1975.0,1175.0,17,0,7,4,630,0,20,8,1,0,0,0,42,18,12,60.0
Vitor Roque,BRA,FW,Betis,La Liga,19,2005,10,7,605,6.7,3,0,3,3,0,0,0,0,4.6,4.6,0.9,5.5,14,4,28,0.45,0.0,0.45,0.45,0.45,0.68,0.13,0.81,0.68,0.81,27,14,51.9,4.02,2.08,0.11,0.21,12,0,0.17,-1.6,-1.6,65,89,73.0,789,170,40,52,76.9,15,18,83.3,2,4,50.0,0.1,-0.9,8,1,2,0,0,0,1,4,20,2.98,11,0,4,5,0,0,1,0,0,0,0,1,0,0,2,2,0,1,1,0,1,0.0,1,1,0,3,5,1,0,167,1,9,75,86,40,167,15,6,40.0,8,53.3,108,637.0,318.0,10,11,21,18,115,0,12,11,3,0,0,0,21,4,11,26.7
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,27,1997,11,9,788,8.8,1,0,1,0,1,1,1,0,1.7,0.9,0.2,1.2,3,32,7,0.11,0.0,0.11,0.0,0.0,0.19,0.03,0.22,0.1,0.13,6,3,50.0,0.69,0.34,0.0,0.0,17,0,0.15,-0.7,-0.9,305,351,86.9,5100,1869,149,165,90.3,136,147,92.5,16,26,61.5,0.3,-0.2,9,30,6,1,2,0,1,3,17,1.94,14,0,1,0,0,2,1,0,1,0,0,0,0,0,8,6,2,6,0,4,9,44.4,5,10,5,17,25,18,2,436,37,133,249,56,9,435,6,3,50.0,3,50.0,212,952.0,461.0,5,2,8,8,314,0,9,5,0,0,0,0,23,11,6,64.7
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22,2002,5,1,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,3,5,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,1,0,0.0,0.45,0.0,0.0,0.0,14,0,0.04,0.0,0.0,33,53,62.3,659,249,10,17,58.8,16,24,66.7,6,10,60.0,0.3,-0.2,3,2,2,1,0,1,2,1,4,1.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,2,4,50.0,2,5,1,4,8,8,0,83,14,41,25,17,6,83,3,0,0.0,3,100.0,27,142.0,63.0,0,0,3,0,38,0,3,2,0,0,0,0,7,1,6,14.3
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21,2003,8,4,438,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,196,228,86.0,3457,971,62,71,87.3,125,138,90.6,6,12,50.0,0.1,-0.3,3,4,1,0,0,0,1,3,7,1.44,5,0,1,0,0,1,0,0,0,0,0,0,0,0,11,6,7,4,0,7,8,87.5,1,6,2,3,14,31,0,290,42,136,146,11,1,290,7,4,57.1,3,42.9,157,930.0,522.0,4,1,1,1,184,0,5,7,0,0,1,0,18,5,9,35.7
Valentin Rosier,FRA,DF,Leganés,La Liga,28,1996,11,9,858,9.5,0,1,1,0,0,0,4,0,0.1,0.1,0.3,0.4,11,13,27,0.0,0.1,0.1,0.0,0.1,0.01,0.03,0.05,0.01,0.05,4,0,0.0,0.42,0.0,0.0,0.0,20,0,0.03,-0.1,-0.1,303,403,75.2,4720,1750,169,186,90.9,110,153,71.9,18,42,42.9,0.3,0.7,4,24,3,1,0,0,16,9,11,1.15,6,3,2,0,0,0,2,0,1,0,1,0,0,0,32,26,23,8,1,20,32,62.5,12,12,1,14,46,48,1,542,46,216,229,100,8,542,11,7,63.6,4,36.4,224,1021.0,502.0,9,3,12,9,248,0,17,11,3,0,0,0,34,10,5,66.7
Tom Rothe,GER,"MF,DF",Union Berlin,Bundesliga,20,2004,7,7,532,5.9,2,1,3,2,0,0,2,0,0.9,0.9,0.8,1.7,12,16,34,0.34,0.17,0.51,0.34,0.51,0.16,0.13,0.29,0.16,0.29,10,3,30.0,1.69,0.51,0.2,0.67,10,0,0.09,1.1,1.1,172,274,62.8,2710,1135,95,117,81.2,58,93,62.4,14,39,35.9,0.5,0.2,4,9,7,5,1,2,19,15,14,2.37,8,2,0,3,1,0,2,0,1,0,0,1,0,0,19,10,14,5,0,11,19,57.9,8,13,3,5,24,14,1,367,23,105,140,123,15,367,12,3,25.0,9,75.0,146,771.0,310.0,7,2,7,7,169,0,10,3,0,0,0,0,27,9,18,33.3
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23,2001,8,6,529,5.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0,12,1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,1,0,0.0,0.17,0.0,0.0,0.0,5,0,0.13,-0.1,-0.1,280,311,90.0,5166,2075,110,116,94.8,146,154,94.8,23,39,59.0,0.3,-0.1,1,16,0,0,0,0,0,0,3,0.51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,1,1,5,6,83.3,1,8,4,8,14,24,1,365,54,210,147,8,3,365,1,1,100.0,0,0.0,160,573.0,242.0,1,0,1,1,239,0,8,3,0,0,0,0,27,10,5,66.7
Jonas Rouhi,SWE,DF,Juventus,Serie A,20,2004,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,60,70,85.7,997,255,30,32,93.8,26,30,86.7,4,7,57.1,0.0,0.0,0,5,0,0,0,1,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,2,0,81,1,18,43,20,1,81,4,2,50.0,2,50.0,41,211.0,87.0,1,0,2,0,55,0,1,0,0,0,0,0,8,0,2,0.0
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,31,1993,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,4,50.0,30,23,1,2,50.0,1,2,50.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,7,1,1,4,2,2,7,0,0,0.0,0,0.0,2,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0
Nicolò Rovella,ITA,MF,Lazio,Serie A,23,2001,10,9,798,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,12,39,12,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,4,2,50.0,0.45,0.23,0.0,0.0,28,0,0.03,-0.1,-0.1,519,568,91.4,9743,2322,191,202,94.6,270,280,96.4,51,73,69.9,0.3,-0.2,6,39,4,0,3,4,13,2,13,1.47,8,3,1,0,0,1,0,0,0,0,0,0,0,0,33,22,10,19,4,12,20,60.0,8,6,2,12,45,13,1,650,29,159,418,82,1,650,9,7,77.8,2,22.2,393,2338.0,1119.0,14,0,8,3,467,0,15,3,0,0,0,0,53,2,6,25.0
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21,2003,10,3,371,4.1,2,2,4,2,0,0,2,0,1.5,1.5,2.7,4.2,16,12,39,0.49,0.49,0.97,0.49,0.97,0.38,0.65,1.03,0.38,1.03,20,8,40.0,4.85,1.94,0.1,0.25,17,0,0.08,0.5,0.5,106,129,82.2,1487,278,66,71,93.0,36,44,81.8,2,6,33.3,0.8,-0.7,7,3,5,2,2,0,13,6,12,2.92,4,1,5,2,0,0,4,0,2,0,1,1,0,0,6,6,0,2,4,4,6,66.7,2,1,1,1,7,0,0,186,1,15,64,109,23,186,23,13,56.5,8,34.8,129,794.0,415.0,6,6,12,7,149,0,7,12,2,0,0,0,11,2,6,25.0
Amir Rrahmani,KVX,DF,Napoli,Serie A,30,1994,12,12,1080,12.0,0,2,2,0,0,0,1,0,1.1,1.1,0.5,1.5,8,43,0,0.0,0.17,0.17,0.0,0.17,0.09,0.04,0.13,0.09,0.13,12,0,0.0,1.0,0.0,0.0,0.0,9,0,0.09,-1.1,-1.1,669,725,92.3,12678,4616,250,265,94.3,356,374,95.2,59,75,78.7,0.1,1.5,4,53,0,0,0,2,0,1,11,0.92,9,1,0,1,0,0,3,0,1,1,0,1,0,0,7,5,4,3,0,3,7,42.9,4,11,7,4,11,48,0,823,85,373,414,36,14,823,0,0,0.0,0,0.0,442,2347.0,1476.0,6,0,3,1,552,0,9,4,0,0,0,0,41,41,17,70.7
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,3,33.3,22,19,0,0,0.0,1,3,33.3,0,0,0.0,0.1,0.0,1,0,0,0,1,0,0,0,1,11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0.0,0,0.0,3,5.0,4.0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0.0
